"constellation","figure_id","order","hip","hd","hr","gl","bf","proper","ra","dec","dist","pmra","pmdec","mag","spect","ci","bayer","flam","con","pole","pole_dist_deg"
"Ori",1,5,25336,35468,1790,"","24Gam Ori","Bellatrix",5.418851,6.349702,77.3994,-8.75,-13.28,1.64,"B2III",-0.224,"Gam",,"Ori","north",83.650298
"Ori",1,6,26207,36861,1879,"","39Lam Ori","Meissa",5.585633,9.934158,336.7003,-1.03,-1.86,3.39,"O...",-0.16,"Lam",,"Ori","north",80.065842
"Ori",1,7,27989,39801,2061,"","58Alp Ori","Betelgeuse",5.919529,7.407063,152.6718,27.33,10.86,0.45,"M2Ib",1.5,"Alp",,"Ori","north",82.592937
"Ori",1,8,28614,40932,2124,"","61Mu  Ori","",6.039722,9.647276,47.5059,14.19,-37.44,4.12,"Am...",0.17,"Mu",,"Ori","north",80.352724
"Ori",1,9,29426,42560,2199,"","70Xi  Ori","",6.198999,14.208765,186.2197,-1.59,-20.23,4.45,"B3IV",-0.18,"Xi",,"Ori","north",75.791235
"Ori",1,10,29038,41753,2159,"","67Nu  Ori","",6.126201,14.768472,158.2278,4.95,-21.18,4.42,"B3IV",-0.164,"Nu",,"Ori","north",75.231528
"Ori",1,11,27913,39587,2047,"Gl 222A","54Chi1Ori","",5.906386,20.276174,8.6633,-163.17,-98.92,4.39,"G0V",0.594,"Chi-1",,"Ori","north",69.723826
"Ori",1,12,28716,41117,2135,"","62Chi2Ori","",6.065329,20.138452,552.4862,2.19,-2.81,4.64,"B2Iavar",0.236,"Chi-2",,"Ori","north",69.861548
"Ori",1,13,29426,42560,2199,"","70Xi  Ori","",6.198999,14.208765,186.2197,-1.59,-20.23,4.45,"B3IV",-0.18,"Xi",,"Ori","north",75.791235
"Ori",1,14,28614,40932,2124,"","61Mu  Ori","",6.039722,9.647276,47.5059,14.19,-37.44,4.12,"Am...",0.17,"Mu",,"Ori","north",80.352724
"Ori",1,15,27989,39801,2061,"","58Alp Ori","Betelgeuse",5.919529,7.407063,152.6718,27.33,10.86,0.45,"M2Ib",1.5,"Alp",,"Ori","north",82.592937
"Ori",1,16,26727,37742,1948,"","50Zet Ori","Alnitak",5.679313,-1.942572,225.7336,3.99,2.54,1.74,"O9.5Ib SB",-0.199,"Zet",,"Ori","south",88.057428
"Ori",1,17,26311,37128,1903,"","46Eps Ori","Alnilam",5.603559,-1.20192,606.0606,1.49,-1.06,1.69,"B0Ia",-0.184,"Eps",,"Ori","south",88.79808
"Ori",1,18,25930,36486,1852,"","34Del Ori","Mintaka",5.533445,-0.299092,212.3142,1.67,0.56,2.25,"O9.5II",-0.175,"Del",,"Ori","south",89.700908
"Ori",1,19,25336,35468,1790,"","24Gam Ori","Bellatrix",5.418851,6.349702,77.3994,-8.75,-13.28,1.64,"B2III",-0.224,"Gam",,"Ori","north",83.650298
"Ori",1,20,22449,30652,1543,"Gl 178","1Pi 3Ori","Tabit",4.830669,6.961276,8.0684,463.44,11.62,3.19,"F6V",0.484,"Pi-3",,"Ori","north",83.038724
"Ori",1,21,22549,30836,1552,"","3Pi 4Ori","",4.853434,5.605104,322.5806,-3.62,1.03,3.68,"B2III SB",-0.157,"Pi-4",,"Ori","north",84.394896
"Ori",1,22,22797,31237,1567,"","8Pi 5Ori","",4.904193,2.440672,411.5226,1.43,0.23,3.71,"B2III SB",-0.179,"Pi-5",,"Ori","north",87.559328
"Ori",1,23,23123,31767,1601,"","10Pi 6Ori","",4.975806,1.714016,289.8551,-1.59,-7.93,4.47,"K2IIvar",1.369,"Pi-6",,"Ori","north",88.285984
"Ori",1,24,22797,31237,1567,"","8Pi 5Ori","",4.904193,2.440672,411.5226,1.43,0.23,3.71,"B2III SB",-0.179,"Pi-5",,"Ori","north",87.559328
"Ori",1,25,22549,30836,1552,"","3Pi 4Ori","",4.853434,5.605104,322.5806,-3.62,1.03,3.68,"B2III SB",-0.157,"Pi-4",,"Ori","north",84.394896
"Ori",1,26,22449,30652,1543,"Gl 178","1Pi 3Ori","Tabit",4.830669,6.961276,8.0684,463.44,11.62,3.19,"F6V",0.484,"Pi-3",,"Ori","north",83.038724
"Ori",1,27,22509,30739,1544,"","2Pi 2Ori","",4.843534,8.900176,68.8231,-0.87,-31.57,4.35,"A1Vn",0.01,"Pi-2",,"Ori","north",81.099824
"Ori",1,28,22957,31421,1580,"","9Omi2Ori","",4.939521,13.514466,57.0125,-77.77,-45.97,4.06,"K2III",1.158,"Omi-2",,"Ori","north",76.485534
"Ori",1,29,23607,32549,1638,"","11    Ori","",5.076153,15.404105,111.9821,18.4,-30.99,4.65,"A0p Si",-0.064,"",,"Ori","north",74.595895
"Ori",1,30,24010,33276,1676,"","15    Ori","",5.161654,15.597232,165.0165,-7.12,-16.14,4.81,"F2IV",0.313,"",,"Ori","north",74.402768
"Pav",1,1,100751,193924,7790,"","Alp Pav","Peacock",20.427459,-56.73509,54.8246,7.71,-86.15,1.94,"B2IV",-0.118,"Alp",,"Pav","south",33.26491
"Pav",1,2,102395,197051,7913,"","Bet Pav","",20.749314,-66.203212,41.425,-42.4,10.57,3.42,"A5IV",0.163,"Bet",,"Pav","south",23.796788000000006
"Pav",1,3,105858,203608,8181,"Gl 827","Gam Pav","",21.440705,-65.366198,9.2618,81.08,800.68,4.21,"F6V",0.494,"Gam",,"Pav","south",24.633802000000003
"Pav",1,4,102395,197051,7913,"","Bet Pav","",20.749314,-66.203212,41.425,-42.4,10.57,3.42,"A5IV",0.163,"Bet",,"Pav","south",23.796788000000006
"Pav",1,5,98495,188228,7590,"","Eps Pav","",20.009845,-72.910504,32.2165,80.54,-131.34,3.97,"A0V",-0.032,"Eps",,"Pav","south",17.089495999999997
"Pav",1,6,91792,171759,6982,"","Zet Pav","",18.71726,-71.428113,66.9792,1.25,-158.29,4.01,"K2III",1.134,"Zet",,"Pav","south",18.571887000000004
"Pav",1,7,86929,160635,6582,"","Eta Pav","",17.762221,-64.723871,107.9914,-11.08,-56.37,3.61,"K1III",1.161,"Eta",,"Pav","south",25.276128999999997
"Pav",1,8,88866,165040,6745,"","Pi  Pav","",18.143,-63.668553,39.8565,17.45,-207.64,4.33,"Am",0.228,"Pi",,"Pav","south",26.331446999999997
"Pav",1,9,90098,168339,6855,"","Xi  Pav","",18.387117,-61.493901,143.6782,0.53,1.7,4.35,"M1III SB",1.462,"Xi",,"Pav","south",28.506099
"Pav",1,10,92609,173948,7074,"","Lam Pav","",18.870288,-62.187593,438.5965,-1.33,-13.53,4.22,"B2II-III",-0.15,"Lam",,"Pav","south",27.812407
"Pav",1,11,99240,190248,7665,"Gl 780","Del Pav","",20.145157,-66.182068,6.1084,1210.29,-1130.34,3.55,"G5IV-Vvar",0.751,"Del",,"Pav","south",23.817932
"Pav",1,12,102395,197051,7913,"","Bet Pav","",20.749314,-66.203212,41.425,-42.4,10.57,3.42,"A5IV",0.163,"Bet",,"Pav","south",23.796788000000006
"Peg",1,1,109410,210459,8454,"","29Pi 2Peg","",22.166457,33.178224,80.6452,-12.34,-17.94,4.28,"F5III",0.471,"Pi-2",,"Peg","north",56.821776
"Peg",1,2,112158,215182,8650,"","44Eta Peg","Matar",22.716704,30.221245,65.703,13.11,-26.11,2.93,"G2II-III..",0.852,"Eta",,"Peg","north",59.778755000000004
"Peg",1,3,113881,217906,8775,"","53Bet Peg","Scheat",23.062901,28.082789,60.0962,187.76,137.61,2.44,"M2II-IIIvar",1.655,"Bet",,"Peg","north",61.917211
"Peg",1,4,677,358,15,"","21Alp And","Alpheratz",0.139791,29.090432,29.7442,135.68,-162.95,2.07,"B9p",-0.038,"Alp",,"And","north",60.909568
"Peg",1,5,113881,217906,8775,"","53Bet Peg","Scheat",23.062901,28.082789,60.0962,187.76,137.61,2.44,"M2II-IIIvar",1.655,"Bet",,"Peg","north",61.917211
"Peg",1,6,113963,218045,8781,"","54Alp Peg","Markab",23.079348,15.205264,40.8831,61.1,-42.56,2.49,"B9.5III",-0.002,"Alp",,"Peg","north",74.794736
"Peg",1,7,1067,886,39,"","88Gam Peg","Algenib",0.220598,15.183596,120.048,4.7,-8.24,2.83,"B2IV",-0.19,"Gam",,"Peg","north",74.816404
"Peg",1,8,677,358,15,"","21Alp And","Alpheratz",0.139791,29.090432,29.7442,135.68,-162.95,2.07,"B9p",-0.038,"Alp",,"And","north",60.909568
"Peg",1,9,1067,886,39,"","88Gam Peg","Algenib",0.220598,15.183596,120.048,4.7,-8.24,2.83,"B2IV",-0.19,"Gam",,"Peg","north",74.816404
"Peg",1,10,113963,218045,8781,"","54Alp Peg","Markab",23.079348,15.205264,40.8831,61.1,-42.56,2.49,"B9.5III",-0.002,"Alp",,"Peg","north",74.794736
"Peg",1,11,112029,214923,8634,"","42Zet Peg","Homam",22.691033,10.831364,62.6566,77.38,-10.98,3.41,"B8.5V",-0.086,"Zet",,"Peg","north",79.16863599999999
"Peg",1,12,109427,210418,8450,"GJ 9771","26The Peg","Biham",22.169996,6.197865,28.2965,281.96,31.23,3.52,"A2V",0.086,"The",,"Peg","north",83.80213499999999
"Peg",1,13,107315,206778,8308,"","8Eps Peg","Enif",21.736433,9.875011,211.4165,30.02,1.38,2.38,"K2Ibvar",1.52,"Eps",,"Peg","north",80.124989
"Per",1,1,14576,19356,936,"","26Bet Per","Algol",3.136148,40.955648,27.571,2.39,-1.44,2.09,"B8V",-0.003,"Bet",,"Per","north",49.044352
"Per",1,2,14668,19476,941,"","27Kap Per","Misam",3.158258,44.857544,34.5662,173.01,-142.05,3.79,"K0III",0.98,"Kap",,"Per","north",45.142456
"Per",1,3,15863,20902,1017,"","33Alp Per","Mirfak",3.405378,49.86118,155.2795,24.11,-26.01,1.79,"F5Ib",0.481,"Alp",,"Per","north",40.13882
"Per",1,4,14328,18925,915,"","23Gam Per","",3.079942,53.50644,74.5712,0.5,-4.19,2.91,"G8III+...",0.716,"Gam",,"Per","north",36.49356
"Per",1,5,15863,20902,1017,"","33Alp Per","Mirfak",3.405378,49.86118,155.2795,24.11,-26.01,1.79,"F5Ib",0.481,"Alp",,"Per","north",40.13882
"Per",1,6,17358,22928,1122,"","39Del Per","",3.715416,47.787551,158.2278,23.83,-41.93,3.01,"B5III SB",-0.125,"Del",,"Per","north",42.212449
"Per",1,7,18532,24760,1220,"","45Eps Per","",3.96423,40.010215,195.6947,12.61,-24.06,2.9,"B0.5V",-0.199,"Eps",,"Per","north",49.989785
"Per",1,8,18614,24912,1228,"","46Xi  Per","Menkib",3.98275,35.791033,381.6794,1.92,2.3,3.98,"O7.5Iab:",0.016,"Xi",,"Per","north",54.208967
"Per",1,9,18246,24398,1203,"","44Zet Per","",3.9022,31.883635,230.4147,4.41,-9.15,2.84,"B1Ib",0.271,"Zet",,"Per","north",58.116365
"Phe",1,1,2081,2261,99,"","Alp Phe","Ankaa",0.438056,-42.305981,25.974,232.76,-353.64,2.4,"K0III...",1.083,"Alp",,"Phe","south",47.694019
"Phe",1,2,5165,6595,322,"","Bet Phe","",1.101407,-46.718414,100000,-70.16,31.6,3.32,"G8IIIvar",0.885,"Bet",,"Phe","south",43.281586
"Phe",1,3,6867,9053,429,"","Gam Phe","",1.472759,-43.318234,71.6332,-18.21,-207.71,3.41,"K5II-III",1.542,"Gam",,"Phe","south",46.681766
"Phe",1,4,7083,9362,440,"","Del Phe","",1.520851,-49.072702,43.573,138.22,154.2,3.93,"K0III-IV",0.972,"Del",,"Phe","south",40.927298
"Phe",1,5,6867,9053,429,"","Gam Phe","",1.472759,-43.318234,71.6332,-18.21,-207.71,3.41,"K5II-III",1.542,"Gam",,"Phe","south",46.681766
"Phe",1,6,5165,6595,322,"","Bet Phe","",1.101407,-46.718414,100000,-70.16,31.6,3.32,"G8IIIvar",0.885,"Bet",,"Phe","south",43.281586
"Phe",1,7,5348,6882,338,"","Zet Phe","Wurren",1.139742,-55.24576,91.5751,21.17,29.7,3.94,"B6V + B0V",-0.12,"Zet",,"Phe","south",34.75424
"Phe",1,8,3405,4150,191,"","Eta Phe","",0.722567,-57.46306,75.5287,-5.16,15.5,4.36,"A0IV",0.024,"Eta",,"Phe","south",32.53694
"Phe",1,9,765,496,25,"Gl 9.1","Eps Phe","",0.156836,-45.747426,44.2087,122.15,-180.13,3.88,"K0III",1.013,"Eps",,"Phe","south",44.252574
"Phe",1,10,2081,2261,99,"","Alp Phe","Ankaa",0.438056,-42.305981,25.974,232.76,-353.64,2.4,"K0III...",1.083,"Alp",,"Phe","south",47.694019
"Pic",1,1,32607,50241,2550,"Gl 248","Alp Pic","",6.803194,-61.941391,29.6033,-68.39,242.03,3.24,"A7IV",0.225,"Alp",,"Pic","south",28.058608999999997
"Pic",1,2,27530,39523,2042,"","Gam Pic","",5.830451,-56.166663,54.2005,81.61,-71.77,4.5,"K1III",1.075,"Gam",,"Pic","south",33.833337
"Pic",1,3,27321,39060,2020,"Gl 219","Bet Pic","",5.788079,-51.066514,19.4401,4.65,81.96,3.85,"A3V",0.171,"Bet",,"Pic","south",38.933486
"PsA",1,1,113368,216956,8728,"Gl 881","24Alp PsA","Fomalhaut",22.960838,-29.622236,7.7036,329.22,-164.22,1.17,"A3V",0.145,"Alp",,"PsA","south",60.377764
"PsA",1,2,111954,214748,8628,"","18Eps PsA","",22.677594,-27.043617,149.2537,22.01,-0.88,4.18,"B8V",-0.105,"Eps",,"PsA","south",62.956383
"PsA",1,3,109789,210934,8478,"","16Lam PsA","",22.238542,-27.766908,153.6098,22.88,1.9,5.45,"B7V",-0.121,"Lam",,"PsA","south",62.233092
"PsA",1,4,108661,209014,8386,"","12Eta PsA","",22.013951,-28.453736,250.6266,14.81,0.3,5.43,"B8/B9V+...",-0.095,"Eta",,"PsA","south",61.546264
"PsA",1,5,107608,207155,8326,"","10The PsA","",21.795598,-30.898304,98.4252,-34.53,0.64,5.02,"A1V",0.042,"The",,"PsA","south",59.101696000000004
"PsA",1,6,107380,206742,8305,"","9Iot PsA","",21.749113,-33.025781,62.6174,31.79,-94,4.35,"B9.5V",-0.053,"Iot",,"PsA","south",56.974219
"PsA",1,7,109285,210049,8431,"","14Mu  PsA","",22.139722,-32.988468,41.6493,80.05,-28.88,4.5,"A2V",0.054,"Mu",,"PsA","south",57.011532
"PsA",1,8,111188,213398,8576,"","17Bet PsA","",22.52509,-32.346073,43.7828,59.64,-18.7,4.29,"A1V",0.011,"Bet",,"PsA","south",57.653927
"PsA",1,9,112948,216336,8695,"GJ 9800A","22Gam PsA","",22.875427,-32.875504,66.0502,-33.32,-22.15,4.46,"A0III",-0.037,"Gam",,"PsA","south",57.124496
"PsA",1,10,113246,216763,8720,"","23Del PsA","",22.932472,-32.539628,47.259,10.84,30.32,4.2,"G8III",0.952,"Del",,"PsA","south",57.460372
"PsA",1,11,113368,216956,8728,"Gl 881","24Alp PsA","Fomalhaut",22.960838,-29.622236,7.7036,329.22,-164.22,1.17,"A3V",0.145,"Alp",,"PsA","south",60.377764
"Psc",1,1,5742,7318,360,"","85Phi Psc","",1.229152,24.583713,136.7989,18.58,-21.26,4.67,"K0III...",1.047,"Phi",,"Psc","north",65.416287
"Psc",1,2,6193,7964,383,"","90Ups Psc","",1.324443,27.264059,94.4287,26.21,-11.62,4.74,"A3V",0.032,"Ups",,"Psc","north",62.735941
"Psc",1,3,5586,7106,352,"","83Tau Psc","",1.194342,30.089638,51.7598,74.29,-37.61,4.51,"K0III-IV...",1.092,"Tau",,"Psc","north",59.910362
"Psc",1,4,5742,7318,360,"","85Phi Psc","",1.229152,24.583713,136.7989,18.58,-21.26,4.67,"K0III...",1.047,"Phi",,"Psc","north",65.416287
"Psc",1,5,7097,9270,437,"","99Eta Psc","Alpherg",1.524725,15.345823,107.1811,25.73,-3.29,3.62,"G8III",0.974,"Eta",,"Psc","north",74.654177
"Psc",1,6,8198,10761,510,"","110Omi Psc","Torcular",1.756564,9.157736,85.6898,70.82,38.99,4.26,"K0III",0.942,"Omi",,"Psc","north",80.842264
"Psc",1,8,7884,10380,489,"","106Nu  Psc","",1.690526,5.487613,111.3586,-22.73,3.61,4.45,"K3III",1.347,"Nu",,"Psc","north",84.512387
"Psc",1,9,4906,6186,294,"","71Eps Psc","",1.049058,7.890135,55.7414,-80.57,25.88,4.27,"K0III",0.952,"Eps",,"Psc","north",82.109865
"Psc",1,10,3786,4656,224,"","63Del Psc","",0.811373,7.585079,95.4198,83.14,-50.48,4.44,"K5III",1.5,"Del",,"Psc","north",82.41492099999999
"Psc",1,11,118268,224617,9072,"","28Ome Psc","",23.988525,6.863321,31.9898,148.49,-112.16,4.03,"F4IV",0.419,"Ome",,"Psc","north",83.136679
"Psc",1,12,116771,222368,8969,"Gl 904","17Iot Psc","",23.665844,5.626292,13.7137,376.32,-437,4.13,"F7V",0.507,"Iot",,"Psc","north",84.373708
"Psc",1,13,115830,220954,8916,"","10The Psc","",23.466138,6.378992,45.5373,-123.83,-43.26,4.27,"K1III",1.062,"The",,"Psc","north",83.621008
"Psc",1,14,115227,220009,8878,"","7    Psc","",23.339051,5.381307,132.626,78.53,-59.35,5.05,"K2III",1.204,"",,"Psc","north",84.61869300000001
"Psc",1,15,114971,219615,8852,"","6Gam Psc","",23.286094,3.282289,42.3012,760.35,17.96,3.7,"G7III",0.916,"Gam",,"Psc","north",86.717711
"Psc",1,16,115738,220825,8911,"","8Kap Psc","",23.448876,1.255608,47.0588,85.6,-94.43,4.95,"A0p",0.036,"Kap",,"Psc","north",88.744392
"Psc",1,17,116928,222603,8984,"","18Lam Psc","",23.700779,1.780041,32.6904,-129.55,-154.87,4.49,"A7V",0.2,"Lam",,"Psc","north",88.219959
"Psc",1,18,117245,223075,9004,"","19    Psc","",23.773199,3.486811,275.4821,-35,-25,4.95,"C5II",2.508,"",,"Psc","north",86.513189
"Psc",1,19,116771,222368,8969,"Gl 904","17Iot Psc","",23.665844,5.626292,13.7137,376.32,-437,4.13,"F7V",0.507,"Iot",,"Psc","north",84.373708
"Pup",1,1,39757,67523,3185,"","15Rho Pup","Tureis",8.125737,-24.304324,19.4818,-83.29,46.38,2.83,"F2mF5IIp",0.458,"Rho",,"Pup","south",65.69567599999999
"Pup",1,2,38170,63700,3045,"","7Xi  Pup","Azmidi",7.821571,-24.859786,367.6471,-5.56,-0.71,3.34,"G6Ia",1.218,"Xi",,"Pup","south",65.140214
"Pup",1,3,37229,61555,2948,"","","",7.647186,-26.803836,106.2699,-17,23.08,3.8,"B5IV",-0.159,"",,"Pup","south",63.196163999999996
"Pup",1,4,36917,60863,2922,"","","",7.589694,-28.369323,67.9348,-66.9,-18.71,4.65,"B8V",-0.111,"",,"Pup","south",61.630677
"Pup",1,5,35264,56855,2773,"","Pi  Pup","",7.285711,-37.09747,247.5248,-10.57,7,2.71,"K3Ib",1.616,"Pi",,"Pup","south",52.90253
"Pup",1,6,31685,47670,2451,"","Nu  Pup","Pipit",6.629353,-43.195934,113.8952,-0.43,-3.99,3.17,"B8III SB",-0.103,"Nu",,"Pup","south",46.804066
"Pup",1,7,32768,50310,2553,"","Tau Pup","",6.832266,-50.61456,55.8036,34.23,-65.85,2.94,"K0III...",1.207,"Tau",,"Pup","south",39.38544
"Pup",1,8,36377,59717,2878,"","Sig Pup","",7.487179,-43.301432,59.3824,-59.86,188.73,3.25,"K5III SB",1.509,"Sig",,"Pup","south",46.698568
"Pup",1,9,39429,66811,3165,"","Zet Pup","Naos",8.059737,-40.003148,332.2259,-30.82,16.77,2.21,"O5IAf",-0.269,"Zet",,"Pup","south",49.996852
"Pup",1,10,39757,67523,3185,"","15Rho Pup","Tureis",8.125737,-24.304324,19.4818,-83.29,46.38,2.83,"F2mF5IIp",0.458,"Rho",,"Pup","south",65.69567599999999
"Pyx",1,1,42515,74006,3438,"","Bet Pyx","",8.668373,-35.308352,127.551,9.68,-21.18,3.97,"G5II/III",0.936,"Bet",,"Pyx","south",54.691648
"Pyx",1,2,42828,74575,3468,"","Alp Pyx","",8.726539,-33.186385,269.5418,-14.28,10.6,3.68,"B1.5III",-0.18,"Alp",,"Pyx","south",56.813615
"Pyx",1,3,43409,75691,3518,"","Gam Pyx","",8.842204,-27.709844,63.5728,-133.49,88.16,4.02,"K3III",1.272,"Gam",,"Pyx","south",62.290155999999996
"Ret",1,1,19780,27256,1336,"","Alp Ret","Rhombus",4.240404,-62.473858,49.554,41.64,49.72,3.33,"G7III",0.915,"Alp",,"Ret","south",27.526142
"Ret",1,2,19921,27442,1355,"Gl 167.3","Eps Ret","",4.274738,-59.302156,18.2382,-47.99,-167.81,4.44,"K2IV",1.078,"Eps",,"Ret","south",30.697844000000003
"Ret",1,3,18597,25422,1247,"","Del Ret","",3.979095,-61.400185,161.2903,9.79,-14.39,4.56,"M2III",1.59,"Del",,"Ret","south",28.599815
"Ret",1,4,18744,25705,1264,"","Gam Ret","",4.014946,-62.159284,143.8849,1.8,34.95,4.48,"M4III",1.5,"Gam",,"Ret","south",27.840716
"Ret",1,5,17440,23817,1175,"Gl 154.2","Bet Ret","",3.736593,-64.806903,29.8597,308.39,78.72,3.84,"K0IV SB",1.133,"Bet",,"Ret","south",25.193096999999995
"Ret",1,6,19780,27256,1336,"","Alp Ret","Rhombus",4.240404,-62.473858,49.554,41.64,49.72,3.33,"G7III",0.915,"Alp",,"Ret","south",27.526142
"Scl",1,1,4577,5737,280,"","Alp Scl","",0.976766,-29.357449,238.0952,22.44,6.3,4.3,"B7IIIp",-0.154,"Alp",,"Scl","south",60.642551
"Scl",1,2,117452,223352,9016,"","Del Scl","",23.815427,-28.130268,42.1408,100.03,-104.04,4.59,"A0V",0.001,"Del",,"Scl","south",61.869732
"Scl",1,3,115102,219784,8863,"GJ 9821","Gam Scl","",23.313733,-32.532027,55.8659,19.65,-78.57,4.41,"K1III",1.109,"Gam",,"Scl","south",57.467973
"Scl",1,4,116231,221507,8937,"","Bet Scl","",23.549512,-37.818268,53.3618,96.39,37.58,4.38,"B9.5IVMNpe.",-0.095,"Bet",,"Scl","south",52.181732
"Sco",1,1,78821,144218,5985,"","8Bet2Sco","Acrab B",16.09071,-19.80186,122.1001,-34.59,-7.47,4.9,"B2V",-0.024,"Bet-2",,"Sco","south",70.19814
"Sco",1,2,80112,147165,6084,"","20Sig Sco","Alniyat",16.353143,-25.592796,213.6752,-10.03,-18.03,2.9,"B1III",0.299,"Sig",,"Sco","south",64.40720400000001
"Sco",1,3,78401,143275,5953,"","7Del Sco","Dschubba",16.005557,-22.62171,150.6024,-8.67,-36.9,2.29,"B0.2IV",-0.117,"Del",,"Sco","south",67.37828999999999
"Sco",1,4,80112,147165,6084,"","20Sig Sco","Alniyat",16.353143,-25.592796,213.6752,-10.03,-18.03,2.9,"B1III",0.299,"Sig",,"Sco","south",64.40720400000001
"Sco",1,5,78265,143018,5944,"","6Pi  Sco","Fang",15.980865,-26.114105,179.5332,-12,-25.71,2.89,"B1V + B2V",-0.18,"Pi",,"Sco","south",63.885895000000005
"Sco",1,6,80112,147165,6084,"","20Sig Sco","Alniyat",16.353143,-25.592796,213.6752,-10.03,-18.03,2.9,"B1III",0.299,"Sig",,"Sco","south",64.40720400000001
"Sco",1,7,80763,148478,6134,"","21Alp Sco","Antares",16.490128,-26.432002,169.7793,-10.16,-23.21,1.06,"M1Ib + B2.5V",1.865,"Alp",,"Sco","south",63.567998
"Sco",1,8,81266,149438,6165,"","23Tau Sco","Paikauhale",16.598043,-28.216016,145.3488,-8.59,-22.5,2.82,"B0V",-0.206,"Tau",,"Sco","south",61.783984000000004
"Sco",1,9,82396,151680,6241,"","26Eps Sco","Larawag",16.83608,-34.293232,19.5351,-611.83,-255.87,2.29,"K2IIIb",1.144,"Eps",,"Sco","south",55.706768
"Sco",1,10,82514,151890,6247,"","Mu 1Sco","Xamidimura",16.864509,-38.04738,153.6098,-8.84,-21.6,3,"B1.5IV + B",-0.2,"Mu-1",,"Sco","south",51.95262
"Sco",1,11,82729,152334,6271,"","Zet2Sco","",16.909731,-42.361313,40.568,-126.55,-227.77,3.62,"K4III",1.393,"Zet-2",,"Sco","south",47.638687
"Sco",1,12,84143,155203,6380,"Gl 657","Eta Sco","",17.202552,-43.239189,22.5276,22.01,-287.41,3.32,"F3p",0.441,"Eta",,"Sco","south",46.760811
"Sco",1,13,86228,159532,6553,"","The Sco","Sargas",17.62198,-42.997824,92.081,6.06,-0.95,1.86,"F1II",0.406,"The",,"Sco","south",47.002176
"Sco",1,14,87073,161471,6615,"","Iot1Sco","",17.793078,-40.126997,591.716,0.44,-6.4,2.99,"F3Ia",0.509,"Iot-1",,"Sco","south",49.873003
"Sco",1,15,86670,160578,6580,"","Kap Sco","",17.708132,-39.029983,148.1481,-6.49,-25.55,2.39,"B1.5III",-0.171,"Kap",,"Sco","south",50.970017
"Sco",1,16,85927,158926,6527,"","35Lam Sco","Shaula",17.560145,-37.103821,175.1313,-8.9,-29.95,1.62,"B1.5IV+...",-0.231,"Lam",,"Sco","south",52.896179
"Sco",1,17,85696,158408,6508,"","34Ups Sco","Lesath",17.512732,-37.295811,176.6784,-4.19,-29.14,2.7,"B2IV",-0.179,"Ups",,"Sco","south",52.704189
"Sct",1,1,92175,173764,7063,"","Bet Sct","",18.786242,-4.747867,280.8989,-7.71,-15.89,4.22,"G5II...",1.087,"Bet",,"Sct","south",85.252133
"Sct",1,2,91117,171443,6973,"","Alp Sct","",18.586785,-8.244073,61.0501,-18.98,-314.63,3.85,"K2III",1.317,"Alp",,"Sct","south",81.755927
"Sct",1,3,90595,170296,6930,"","Gam Sct","",18.486626,-14.565813,97.9432,3.07,-3.48,4.67,"A1IV/V",0.076,"Gam",,"Sct","south",75.434187
"Sct",1,4,91117,171443,6973,"","Alp Sct","",18.586785,-8.244073,61.0501,-18.98,-314.63,3.85,"K2III",1.317,"Alp",,"Sct","south",81.755927
"Sct",1,5,90135,169156,6884,"","Zet Sct","",18.394329,-8.934383,63.3714,51.89,52.29,4.66,"K0III",0.932,"Zet",,"Sct","south",81.065617
"Ser",1,1,84880,156928,6446,"","53Nu  Ser","",17.347128,-12.846875,62.3053,42.75,2.72,4.32,"A0/A1V",0.037,"Nu",,"Ser","south",77.153125
"Ser",1,2,86263,159876,6561,"","55Xi  Ser","",17.626445,-15.398557,32.2789,-39.3,-61.27,3.54,"F0IIIp",0.262,"Xi",,"Ser","south",74.601443
"Ser",1,3,86565,160613,6581,"","56Omi Ser","",17.690243,-12.875307,53.1067,-72.16,-55.22,4.24,"A2Va",0.086,"Omi",,"Ser","south",77.12469300000001
"Ser",1,4,89962,168723,6869,"Gl 711","58Eta Ser","",18.355167,-2.898825,18.5426,-547.57,-700.72,3.23,"K0III-IV",0.941,"Eta",,"Ser","south",87.101175
"Ser",1,5,92951,175639,7142,"","63The2Ser","Alya B",18.937401,4.202132,51.9481,52.42,31.17,4.98,"A5Vn",0.204,"The-2",,"Ser","north",85.797868
"Ser",2,1,77233,141003,5867,"","28Bet Ser","Zhou",15.769793,15.421826,47.5511,68.54,-41.31,3.65,"A3V",0.073,"Bet",,"Ser","north",74.578174
"Ser",2,2,77450,141477,5879,"","35Kap Ser","Gudja",15.812327,18.141564,117.096,-51.78,-88.72,4.09,"M1III",1.616,"Kap",,"Ser","north",71.858436
"Ser",2,3,78072,142860,5933,"Gl 603","41Gam Ser","",15.940882,15.661617,11.2537,311.2,-1282.17,3.85,"F6V",0.478,"Gam",,"Ser","north",74.338383
"Ser",2,4,77233,141003,5867,"","28Bet Ser","Zhou",15.769793,15.421826,47.5511,68.54,-41.31,3.65,"A3V",0.073,"Bet",,"Ser","north",74.578174
"Ser",2,5,76276,138917,5788,"","13Del Ser","",15.580041,10.538867,69.9301,-72.63,3.17,3.8,"F0IV",0.268,"Del",,"Ser","north",79.461133
